   0.050,   1603,    7.710,    0.000,    0.000,   50.004
   1.633,   1764,    4.980,    0.000,    0.000, 1583.168
   1.720,   1851,    4.980,    0.130,    0.000,   86.398
   1.788,   1917,    4.980,    0.130,    0.000,   68.258
   1.845,   1976,    4.980,    0.130,    0.000,   57.111
   1.989,   2118,    4.980,    0.130,    0.000,  143.698
   2.039,   2168,    4.980,    0.000,    0.000,   50.006
   2.089,   2219,    4.980,    0.130,    0.000,   50.006
   2.143,   2274,    4.980,    0.130,    0.000,   54.375
   2.193,   2323,    4.980,    0.130,    0.000,   50.011
   2.243,   2373,    4.980,    0.130,    0.000,   50.007
   2.293,   2423,    4.980,    0.130,    0.000,   50.011
   2.343,   2473,    4.980,    0.130,    0.000,   50.013
   2.395,   2525,    4.980,    0.130,    0.000,   51.463
   2.445,   2575,    4.980,    0.130,    0.000,   50.007
   2.495,   2625,    4.980,    0.130,    0.000,   50.031
   2.545,   2675,    4.980,    0.130,    0.000,   50.003
   2.595,   2725,    4.980,    0.130,    0.000,   50.001
   2.645,   2775,    4.980,    0.130,    0.000,   50.010
   2.695,   2826,    4.980,    0.130,    0.000,   50.003
   2.745,   2875,    4.980,    0.000,    0.000,   50.015
   2.795,   2925,    4.980,    0.130,    0.000,   50.010
   2.845,   2974,    4.980,    0.130,    0.000,   50.007
   2.895,   3025,    4.980,    0.130,    0.000,   50.004
   2.945,   3075,    4.980,    0.130,    0.000,   50.001
   2.995,   3126,    4.980,    0.130,    0.000,   50.004
   3.045,   3176,    4.980,    0.130,    0.000,   50.001
   3.095,   3225,    4.980,    0.130,    0.000,   50.009
   3.145,   3276,    4.980,    0.130,    0.000,   50.001
   3.195,   3325,    4.980,    0.130,    0.000,   50.003
   3.245,   3376,    4.980,    0.130,    0.000,   50.021
   3.295,   3426,    4.980,    0.130,    0.000,   50.005
   3.345,   3476,    4.980,    0.130,    0.000,   50.000
   3.395,   3525,    4.980,    0.000,    0.000,   50.003
   3.445,   3576,    4.980,    0.130,    0.000,   50.000
   3.495,   3625,    4.980,    0.130,    0.000,   50.004
   3.545,   3677,    4.980,    0.130,    0.000,   50.804
   3.595,   3728,    4.980,    0.130,    0.000,   50.002
   3.645,   3777,    4.980,    0.130,    0.000,   50.006
   3.695,   3827,    4.980,    0.000,    0.000,   50.009
   3.746,   3877,    4.980,    0.000,    0.000,   50.010
   3.796,   3928,    4.980,    0.130,    0.000,   50.004
   3.846,   3978,    4.980,    0.130,    0.000,   50.011
   3.896,   4028,    4.980,    0.000,    0.000,   50.020
   3.946,   4078,    4.980,    0.130,    0.000,   50.010
   3.996,   4128,    4.980,    0.130,    0.000,   50.005
   4.046,   4177,    4.980,    0.130,    0.000,   50.037
   4.096,   4228,    4.980,    0.000,    0.000,   50.005
   4.146,   4278,    4.980,    0.000,    0.000,   50.000
   4.196,   4328,    4.980,    0.130,    0.000,   50.008
   4.246,   4379,    4.980,    0.130,    0.000,   50.010
   4.296,   4428,    4.980,    0.130,    0.000,   50.153
   4.346,   4478,    4.980,    0.130,    0.000,   50.001
