   0.040,   1603,   10.840    0.000,      0,   40.050
   1.550,   1630,    7.620    0.000,     11, 1510.366
   1.590,   1669,    7.810    0.000,      8,   40.010
   1.630,   1705,    7.620    0.130,      8,   40.009
   1.670,   1750,    7.620    0.790,      8,   40.005
   1.710,   1786,    7.710    1.710,      8,   40.009
   1.750,   1826,    7.620    3.490,      8,   40.010
   1.790,   1866,    7.620    5.800,      8,   40.005
   1.830,   1907,    7.710    8.570,      8,   40.014
   1.870,   1946,    7.620   11.470,      8,   40.003
   1.910,   1986,    7.620   14.240,      8,   40.004
   1.950,   2027,    7.620   16.480,      8,   40.007
   1.990,   2067,    7.620   18.000,      8,   40.008
   2.031,   2106,    7.620   18.590,      8,   40.002
   2.071,   2147,    7.620   18.260,      8,   40.008
   2.111,   2187,    7.620   17.200,      8,   40.000
   2.151,   2227,    7.620   15.560,      8,   40.000
   2.191,   2267,    7.620   13.580,      8,   40.010
   2.231,   2307,    7.620   11.470,      8,   40.004
   2.271,   2348,    7.710    9.620,      8,   40.012
   2.311,   2386,    7.620    8.240,      8,   40.007
   2.351,   2427,    7.620    7.650,      8,   40.004
   2.391,   2467,    7.710    7.650,      8,   40.002
   2.431,   2506,    7.620    8.310,      8,   40.006
   2.471,   2548,    7.620    9.620,      8,   40.001
   2.511,   2587,    7.710   11.340,      8,   40.006
   2.551,   2627,    7.620   13.180,      8,   40.006
   2.591,   2667,    7.620   14.900,      8,   40.003
   2.631,   2707,    7.620   16.350,      8,   40.008
   2.671,   2748,    7.710   17.140,      8,   40.007
   2.711,   2787,    7.620   17.270,      8,   40.006
   2.751,   2828,    7.620   16.740,      8,   40.002
   2.791,   2868,    7.620   15.820,      8,   40.001
   2.831,   2908,    7.810   14.370,      8,   40.009
   2.871,   2948,    7.620   12.720,      8,   40.008
   2.911,   2988,    7.620   11.210,      8,   40.004
   2.951,   3028,    7.620    9.890,      8,   40.002
   2.991,   3067,    7.620    9.030,      8,   40.007
   3.031,   3107,    7.620    8.770,      8,   40.008
   3.071,   3148,    7.620    9.030,      8,   40.007
   3.111,   3187,    7.620    9.820,      8,   40.004
   3.151,   3228,    7.620   10.940,      8,   40.008
   3.191,   3268,    7.620   12.260,      8,   40.007
   3.231,   3309,    7.710   13.710,      8,   40.003
   3.271,   3348,    7.620   14.830,      8,   40.007
   3.311,   3388,    7.620   15.620,      8,   40.001
   3.351,   3429,    7.620   15.950,      8,   40.001
   3.391,   3469,    7.710   15.890,      8,   40.004
   3.431,   3509,    7.620   15.290,      8,   40.000
   3.471,   3549,    7.620   14.370,      8,   40.015
   3.511,   3589,    7.620   13.250,      8,   40.006
   3.551,   3629,    7.620   12.000,      8,   40.007
   3.591,   3668,    7.620   10.940,      8,   40.011
   3.631,   3709,    7.620   10.280,      8,   40.008
   3.671,   3749,    7.710    9.760,      8,   40.011
   3.711,   3788,    7.620    9.760,      8,   40.007
   3.751,   3829,    7.620   10.150,      8,   40.001
   3.791,   3869,    7.710   10.880,      8,   40.009
   3.831,   3909,    7.710   11.730,      8,   40.007
   3.871,   3949,    7.620   12.720,      8,   40.019
   3.911,   3989,    7.620   13.710,      8,   40.010
   3.951,   4030,    7.620   14.500,      8,   40.004
   3.991,   4069,    7.620   14.900,      8,   40.009
   4.031,   4110,    7.620   15.030,      8,   40.010
   4.071,   4151,    7.620   14.630,      8,   40.014
   4.111,   4190,    7.710   14.110,      8,   40.003
   4.151,   4230,    7.620   13.320,      8,   40.002
   4.191,   4270,    7.620   12.520,      8,   40.005
   4.231,   4311,    7.620   11.730,      8,   40.008
   4.271,   4352,    7.810   11.070,      8,   40.000
   4.311,   4389,    7.620   10.680,      8,   40.003
   4.351,   4430,    7.620   10.550,      8,   40.000
   4.391,   4470,    7.620   10.680,      8,   40.005
   4.431,   4509,    7.620   11.140,      8,   40.000
   4.471,   4550,    7.620   11.730,      8,   40.007
   4.511,   4590,    7.620   12.460,      8,   40.008
   4.551,   4631,    7.620   13.180,      8,   40.001
   4.591,   4670,    7.620   13.780,      8,   40.003
   4.631,   4710,    7.620   14.110,      8,   40.000
   4.671,   4751,    7.620   14.300,      8,   40.012
   4.711,   4791,    7.710   14.110,      8,   40.009
   4.751,   4831,    7.620   13.780,      8,   40.000
   4.791,   4871,    7.620   13.250,      8,   40.007
   4.831,   4911,    7.620   12.720,      8,   40.009
   4.871,   4951,    7.710   12.130,      8,   40.010
   4.911,   4990,    7.620   11.670,      8,   40.001
   4.951,   5031,    7.620   11.340,      8,   40.009
   4.991,   5071,    7.710   11.340,      8,   40.006
   5.031,   5110,    7.620   11.400,      8,   40.006
   5.071,   5151,    7.620   11.730,      8,   40.012
   5.111,   5191,    7.620   12.190,      8,   40.001
   5.151,   5232,    7.710   12.720,      8,   40.004
   5.191,   5271,    7.710   13.180,      8,   40.006
   5.231,   5311,    7.620   13.510,      8,   40.006
   5.271,   5352,    7.620   13.710,      8,   40.004
   5.311,   5392,    7.710   13.710,      8,   40.007
   5.351,   5432,    7.620   13.510,      8,   40.005
   5.391,   5472,    7.710   13.250,      8,   40.007
