   0.040,   1603,   10.840    0.000,      0,   40.003
   1.688,   1794,    7.710    0.000,     11, 1647.969
   1.777,   1881,    7.710    0.330,      8,   88.704
   1.860,   1963,    7.710    2.900,      8,   83.521
   1.908,   2013,    7.710    5.930,      8,   48.151
   2.023,   2125,    7.710   14.370,      8,  114.747
   2.083,   2186,    7.710   17.730,      8,   59.737
   2.123,   2226,    7.710   18.790,      8,   40.011
   2.163,   2266,    7.710   18.790,      8,   40.004
   2.203,   2306,    7.710   17.930,      8,   40.003
   2.243,   2345,    7.810   16.350,      8,   40.008
   2.283,   2385,    7.710   14.300,      8,   40.010
   2.323,   2425,    7.710   12.000,      8,   40.011
   2.363,   2465,    7.710   10.020,      8,   40.009
   2.404,   2507,    7.710    8.170,      8,   41.033
   2.444,   2546,    7.710    7.120,      8,   40.008
   2.484,   2587,    7.710    6.860,      8,   40.006
   2.524,   2627,    7.710    7.250,      8,   40.004
   2.564,   2667,    7.710    8.500,      8,   40.009
   2.604,   2707,    7.710   10.150,      8,   40.006
   2.644,   2747,    7.710   12.130,      8,   40.000
   2.684,   2788,    7.710   14.110,      8,   40.010
   2.724,   2827,    7.710   15.820,      8,   40.004
   2.765,   2869,    7.710   16.940,      8,   41.228
   2.809,   2913,    7.810   17.400,      8,   43.605
   2.865,   2969,    7.710   16.680,      8,   56.630
   2.911,   3015,    7.710   15.360,      8,   46.050
   2.959,   3063,    7.910   13.510,      8,   47.758
   3.003,   3106,    7.710   11.730,      8,   43.296
   3.049,   3153,    7.710   10.090,      8,   46.364
   3.099,   3204,    7.810    8.770,      8,   50.005
   3.142,   3246,    7.710    8.440,      8,   42.807
   3.187,   3292,    7.710    8.700,      8,   45.540
   3.232,   3337,    7.710    9.620,      8,   45.218
   3.280,   3384,    7.710   11.070,      8,   47.185
   3.328,   3433,    7.710   12.790,      8,   48.610
   3.373,   3477,    7.710   14.300,      8,   44.774
   3.421,   3525,    7.710   15.420,      8,   48.087
   3.467,   3572,    7.710   15.950,      8,   46.207
   3.510,   3614,    7.710   15.820,      8,   42.908
   3.553,   3658,    7.710   15.160,      8,   43.064
   3.599,   3704,    7.710   14.040,      8,   45.691
   3.654,   3759,    7.710   12.390,      8,   54.848
   3.702,   3807,    7.710   10.940,      8,   47.990
   3.747,   3853,    7.710   10.020,      8,   45.427
   3.789,   3893,    7.710    9.560,      8,   41.343
   3.829,   3934,    7.710    9.490,      8,   40.011
   3.869,   3974,    7.710    9.890,      8,   40.011
   3.909,   4014,    7.810   10.610,      8,   40.000
   3.949,   4054,    7.710   11.470,      8,   40.005
   3.989,   4093,    7.710   12.520,      8,   40.009
   4.035,   4141,    7.810   13.710,      8,   46.552
   4.096,   4201,    7.710   14.630,      8,   60.753
   4.136,   4241,    7.710   14.900,      8,   40.025
   4.176,   4282,    7.710   14.770,      8,   40.000
   4.216,   4321,    7.710   14.300,      8,   40.005
   4.256,   4362,    7.710   13.710,      8,   40.011
   4.300,   4406,    7.810   12.790,      8,   43.760
   4.351,   4456,    7.710   11.870,      8,   51.392
   4.391,   4497,    7.710   11.140,      8,   40.004
   4.431,   4537,    7.710   10.680,      8,   40.003
   4.471,   4578,    7.710   10.550,      8,   40.008
   4.511,   4617,    7.710   10.680,      8,   40.005
   4.551,   4657,    7.710   11.070,      8,   40.005
   4.591,   4698,    7.710   11.600,      8,   40.001
   4.631,   4738,    7.910   12.260,      8,   40.009
   4.671,   4777,    7.710   12.920,      8,   40.009
   4.711,   4817,    7.710   13.510,      8,   40.010
   4.751,   4858,    7.710   13.970,      8,   40.009
   4.791,   4897,    7.810   14.240,      8,   40.000
   4.836,   4942,    7.710   14.300,      8,   44.603
   4.905,   5013,    7.710   13.780,      8,   69.576
   4.953,   5059,    7.710   13.250,      8,   47.149
   5.001,   5108,    7.710   12.660,      8,   48.665
   5.046,   5153,    7.910   12.130,      8,   44.659
   5.092,   5198,    7.710   11.670,      8,   45.653
   5.138,   5244,    7.710   11.400,      8,   46.042
   5.182,   5289,    7.910   11.400,      8,   44.105
   5.228,   5335,    7.710   11.600,      8,   46.365
   5.276,   5384,    7.710   11.930,      8,   48.159
   5.328,   5435,    7.810   12.390,      8,   52.180
   5.389,   5496,    7.710   12.790,      8,   60.235
   5.449,   5558,    7.910   13.050,      8,   60.647
   5.494,   5602,    7.710   13.180,      8,   44.982
   5.539,   5647,    7.710   13.050,      8,   44.731
   5.600,   5707,    7.710   12.720,      8,   60.596
   5.643,   5750,    7.710   12.520,      8,   43.290
   5.686,   5794,    7.710   12.260,      8,   43.054
   5.730,   5838,    8.110   12.000,      8,   44.383
   5.774,   5881,    9.080   12.000,      8,   43.679
   5.814,   5922,   10.350   11.930,      9,   40.010
   5.854,   5964,   12.600   12.000,     10,   40.003
   5.894,   6003,   13.280   12.190,     13,   40.009
   5.937,   6045,   13.870   12.720,     13,   42.888
   5.996,   6105,   14.650   14.300,     14,   59.117
   6.036,   6146,   16.210   16.150,     15,   40.437
   6.076,   6185,   16.700   18.330,     16,   40.007
   6.116,   6226,   16.800   21.090,     17,   40.003
   6.157,   6265,   16.800   23.860,     17,   40.284
   6.197,   6306,   16.800   26.700,     17,   40.004
   6.241,   6350,   16.800   29.400,     17,   44.416
   6.300,   6410,   16.800   31.970,     17,   58.913
   6.340,   6450,   16.800   32.760,     17,   40.004
   6.380,   6490,   16.800   32.830,     17,   40.002
   6.420,   6530,   16.800   32.230,     17,   40.008
   6.460,   6569,   16.800   31.110,     17,   40.000
   6.500,   6610,   16.800   29.660,     17,   40.001
   6.540,   6650,   16.890   27.950,     17,   40.009
   6.580,   6689,   16.800   26.240,     17,   40.001
   6.620,   6730,   16.800   24.650,     17,   40.011
   6.660,   6770,   16.800   23.530,     17,   40.002
   6.700,   6810,   16.800   22.940,     17,   40.006
   6.740,   6851,   16.800   22.810,     17,   40.008
   6.780,   6891,   16.800   23.330,     17,   40.007
   6.820,   6931,   16.800   24.260,     17,   40.008
   6.865,   6975,   16.800   25.440,     17,   44.735
   6.917,   7028,   16.800   27.220,     17,   52.375
   6.963,   7074,   16.800   28.540,     17,   45.927
   7.008,   7118,   16.800   29.530,     17,   45.235
   7.056,   7166,   16.800   29.860,     17,   47.222
   7.108,   7219,   16.800   29.530,     17,   52.564
   7.153,   7264,   16.800   28.810,     17,   44.425
   7.207,   7317,   16.800   27.550,     17,   54.050
   7.256,   7367,   16.800   26.430,     17,   49.723
   7.304,   7416,   16.800   25.440,     17,   47.464
   7.354,   7465,   16.890   24.920,     17,   49.733
   7.403,   7514,   16.800   24.850,     17,   49.049
   7.446,   7557,   16.800   25.110,     17,   42.916
   7.496,   7607,   16.800   25.640,     17,   50.071
   7.541,   7653,   16.800   26.240,     17,   45.517
   7.588,   7699,   16.800   26.890,     17,   46.597
   7.633,   7745,   16.800   27.490,     17,   45.295
   7.681,   7793,   16.800   27.820,     17,   48.485
   7.730,   7842,   16.800   27.820,     17,   48.526
   7.775,   7887,   16.800   27.690,     17,   45.375
   7.817,   7928,   16.800   27.420,     17,   41.838
   7.857,   7969,   16.800   27.160,     17,   40.001
   7.897,   8009,   16.800   26.890,     17,   40.004
   7.937,   8049,   16.800   26.760,     17,   40.012
   7.977,   8090,   16.800   26.700,     17,   40.010
