   0.050,   1603,   49.900    0.000,      0,   50.005
   2.034,   2260,   50.290    0.000,     50, 1983.529
   2.161,   2385,   50.290    0.000,     50,  127.182
   2.213,   2437,   50.290    0.000,     50,   52.238
   2.263,   2489,   50.290    0.000,     50,   50.020
   2.326,   2549,   50.290    0.000,     50,   63.161
   2.376,   2599,   50.290    0.000,     50,   50.009
   2.426,   2650,   50.290    0.000,     50,   50.019
   2.476,   2699,   50.290    0.000,     50,   50.008
   2.526,   2750,   50.290    0.000,     50,   50.014
   2.576,   2800,   50.290    0.000,     50,   50.009
   2.626,   2849,   50.290    0.000,     50,   50.009
   2.676,   2899,   50.290    0.000,     50,   50.011
   2.726,   2951,   50.290    0.000,     50,   50.007
   2.776,   3000,   50.290    0.000,     50,   50.005
   2.826,   3050,   50.290    0.000,     50,   50.012
   2.876,   3100,   50.290    0.000,     50,   50.005
   2.926,   3150,   50.290    0.000,     50,   50.014
   2.976,   3201,   50.290    0.000,     50,   50.006
   3.026,   3251,   50.290    0.000,     50,   50.003
   3.076,   3300,   50.290    0.000,     50,   50.012
   3.126,   3351,   50.290    0.000,     50,   50.006
   3.176,   3400,   50.290    0.000,     50,   50.015
   3.226,   3450,   50.290    0.000,     50,   50.003
   3.276,   3501,   50.290    0.000,     50,   50.007
   3.326,   3551,   50.290    0.000,     50,   50.011
   3.376,   3601,   50.290    0.000,     50,   50.004
   3.426,   3651,   50.290    0.000,     50,   50.011
   3.476,   3700,   50.290    0.000,     50,   50.011
   3.526,   3750,   50.290    0.000,     50,   50.004
   3.576,   3802,   50.290    0.000,     50,   50.002
   3.626,   3851,   50.290    0.000,     50,   50.022
   3.676,   3901,   50.290    0.000,     50,   50.001
   3.726,   3951,   50.290    0.000,     50,   50.008
   3.776,   4001,   50.290    0.000,     50,   50.006
   3.826,   4051,   50.290    0.000,     50,   50.008
   3.876,   4102,   50.290    0.000,     50,   50.014
   3.926,   4151,   50.290    0.000,     50,   50.005
   3.976,   4202,   50.290    0.000,     50,   50.013
   4.026,   4252,   50.290    0.000,     50,   50.012
   4.076,   4301,   50.290    0.000,     50,   50.005
   4.126,   4352,   50.290    0.000,     50,   50.003
   4.176,   4403,   50.290    0.000,     50,   50.014
