   0.050,   1603,    9.280    0.000,      0,   50.005
   2.579,   3011,    6.640    0.000, 9.280000e+00, 2528.932
   2.705,   3137,    6.640    0.790, 6.640000e+00,  125.993
   2.762,   3193,    6.740    2.770, 6.640000e+00,   57.455
   2.812,   3246,    6.640    5.540, 6.740000e+00,   50.014
   2.885,   3314,    6.640    9.620, 6.640000e+00,   72.333
   2.935,   3364,    6.640   12.260, 6.640000e+00,   50.001
   2.985,   3415,    6.640   13.970, 6.640000e+00,   50.000
   3.035,   3465,    6.640   14.370, 6.640000e+00,   50.012
   3.085,   3514,    6.640   13.510, 6.640000e+00,   50.004
   3.135,   3564,    6.640   11.870, 6.640000e+00,   50.002
   3.185,   3615,    6.640    9.490, 6.640000e+00,   50.002
   3.235,   3664,    6.640    7.120, 6.640000e+00,   50.006
   3.285,   3715,    6.640    5.140, 6.640000e+00,   50.009
   3.335,   3764,    6.640    4.090, 6.640000e+00,   50.004
   3.385,   3815,    6.640    4.090, 6.640000e+00,   50.009
   3.435,   3865,    6.640    5.140, 6.640000e+00,   50.010
   3.485,   3915,    6.640    7.120, 6.640000e+00,   50.011
   3.535,   3965,    6.640    9.230, 6.640000e+00,   50.011
   3.585,   4016,    6.640   11.340, 6.640000e+00,   50.006
   3.635,   4065,    6.640   12.920, 6.640000e+00,   50.000
   3.685,   4115,    6.640   13.510, 6.640000e+00,   50.007
   3.735,   4166,    6.640   13.180, 6.640000e+00,   50.002
   3.785,   4215,    6.640   12.000, 6.640000e+00,   50.008
   3.835,   4265,    6.640   10.280, 6.640000e+00,   50.002
   3.885,   4316,    6.640    8.310, 6.640000e+00,   50.010
   3.935,   4366,    6.640    6.590, 6.640000e+00,   50.003
   3.985,   4416,    6.640    5.410, 6.640000e+00,   50.000
   4.035,   4465,    6.640    5.080, 6.640000e+00,   50.005
   4.085,   4515,    6.640    5.600, 6.640000e+00,   50.003
   4.135,   4567,    6.640    6.860, 6.640000e+00,   50.008
   4.185,   4616,    6.640    8.500, 6.640000e+00,   50.008
   4.235,   4666,    6.640   10.280, 6.640000e+00,   50.006
   4.285,   4717,    6.840   11.670, 6.640000e+00,   50.002
   4.335,   4766,    6.640   12.460, 6.840000e+00,   50.007
   4.385,   4816,    6.640   12.460, 6.640000e+00,   50.000
   4.435,   4867,    6.740   11.870, 6.640000e+00,   50.001
   4.485,   4916,    6.640   10.610, 6.740000e+00,   50.001
   4.535,   4967,    6.640    9.100, 6.640000e+00,   50.009
   4.585,   5017,    6.640    7.780, 6.640000e+00,   50.000
   4.635,   5066,    6.640    6.860, 6.640000e+00,   50.000
   4.685,   5117,    6.640    6.390, 6.640000e+00,   50.009
   4.735,   5167,    6.640    6.590, 6.640000e+00,   50.003
   4.785,   5217,    6.640    7.250, 6.640000e+00,   50.007
   4.835,   5267,    6.640    8.440, 6.640000e+00,   50.010
   4.885,   5317,    6.640    9.620, 6.640000e+00,   50.001
   4.935,   5367,    6.640   10.680, 6.640000e+00,   50.010
   4.985,   5417,    6.840   11.400, 6.640000e+00,   50.010
   5.035,   5467,    6.640   11.600, 6.840000e+00,   50.004
   5.085,   5518,    6.640   11.210, 6.640000e+00,   50.007
   5.135,   5568,    6.740   10.420, 6.640000e+00,   50.009
   5.185,   5617,    6.640    9.560, 6.740000e+00,   50.005
   5.235,   5667,    6.640    8.500, 6.640000e+00,   50.011
   5.285,   5718,    6.640    7.710, 6.640000e+00,   50.007
   5.335,   5768,    6.640    7.380, 6.640000e+00,   50.009
   5.385,   5818,    6.640    7.450, 6.640000e+00,   50.002
   5.435,   5868,    6.640    7.910, 6.640000e+00,   50.001
   5.485,   5918,    6.640    8.500, 6.640000e+00,   50.003
   5.535,   5968,    6.640    9.290, 6.640000e+00,   50.004
   5.585,   6018,    6.640   10.020, 6.640000e+00,   50.007
   5.635,   6069,    6.640   10.550, 6.640000e+00,   50.006
   5.685,   6119,    6.740   10.610, 6.640000e+00,   50.000
   5.735,   6168,    6.640   10.420, 6.740000e+00,   50.005
   5.785,   6218,    6.640   10.090, 6.640000e+00,   50.008
   5.835,   6269,    6.640    9.490, 6.640000e+00,   50.010
   5.885,   6319,    6.640    8.960, 6.640000e+00,   50.269
   5.935,   6369,    6.640    8.440, 6.640000e+00,   50.004
   5.985,   6419,    6.640    8.170, 6.640000e+00,   50.010
   6.035,   6469,    6.640    8.040, 6.640000e+00,   50.005
   6.085,   6519,    6.640    8.310, 6.640000e+00,   50.001
   6.135,   6569,    6.640    8.570, 6.640000e+00,   50.003
   6.185,   6620,    6.640    9.030, 6.640000e+00,   50.007
   6.235,   6670,    6.740    9.490, 6.640000e+00,   50.001
   6.285,   6719,    6.640    9.760, 6.740000e+00,   50.008
   6.335,   6770,    6.640    9.890, 6.640000e+00,   50.000
   6.385,   6819,    6.640   10.020, 6.640000e+00,   50.001
   6.435,   6870,    6.640    9.890, 6.640000e+00,   50.010
   6.485,   6920,    6.640    9.620, 6.640000e+00,   50.007
   6.535,   6970,    6.640    9.290, 6.640000e+00,   50.001
   6.585,   7020,    6.640    9.030, 6.640000e+00,   50.008
   6.635,   7070,    6.740    8.830, 6.640000e+00,   50.009
   6.685,   7120,    6.640    8.700, 6.740000e+00,   50.005
   6.735,   7171,    6.640    8.700, 6.640000e+00,   50.001
   6.785,   7220,    6.640    8.830, 6.640000e+00,   50.006
   6.835,   7271,    6.640    9.100, 6.640000e+00,   50.010
   6.885,   7321,    6.640    9.290, 6.640000e+00,   50.010
   6.935,   7370,    6.640    9.560, 6.640000e+00,   50.007
   6.985,   7420,    6.640    9.620, 6.640000e+00,   50.003
   7.035,   7472,    6.740    9.620, 6.640000e+00,   50.004
   7.085,   7521,    6.640    9.490, 6.740000e+00,   50.004
   7.135,   7571,    6.640    9.290, 6.640000e+00,   50.011
   7.185,   7621,    6.640    9.230, 6.640000e+00,   50.007
   7.235,   7671,    6.640    9.100, 6.640000e+00,   50.007
   7.285,   7721,    6.640    9.030, 6.640000e+00,   50.001
   7.335,   7771,    6.640    9.030, 6.640000e+00,   50.003
   7.385,   7822,    6.640    9.100, 6.640000e+00,   50.003
   7.435,   7871,    6.640    9.230, 6.640000e+00,   50.007
   7.485,   7921,    6.640    9.230, 6.640000e+00,   50.000
   7.535,   7971,    6.640    9.290, 6.640000e+00,   50.009
   7.585,   8022,    6.640    9.290, 6.640000e+00,   50.008
   7.636,   8072,    6.640    9.290, 6.640000e+00,   50.001
   7.686,   8122,    6.640    9.230, 6.640000e+00,   50.006
   7.736,   8172,    6.640    9.230, 6.640000e+00,   50.008
   7.786,   8223,    6.640    9.100, 6.640000e+00,   50.008
   7.836,   8272,    6.840    9.100, 6.640000e+00,   50.013
   7.886,   8323,    6.640    9.100, 6.840000e+00,   50.422
